Store,Brand,Description,Week,SalesQuantity,TotalSalesPrice,PurchaseQuantity,TotalPurchasePrice,BegInv,EndInv,COGS,InventoryValue,InventoryTurnover,DOI
3,8910,Finlandia Vodka,6,24,47.76,0,0,382,549,35.04,801.54,0.075273899,690.8105023
3,8910,Finlandia Vodka,7,7,13.93,0,0,549,542,10.22,791.32,0.018735105,2775.53816
3,8910,Finlandia Vodka,8,3,5.97,0,0,542,539,4.38,786.94,0.008103608,6416.894977
3,8910,Finlandia Vodka,9,4,7.96,0,0,539,535,5.84,781.1,0.010875233,4781.506849
3,8726,Baileys Irish Cream,1,24,47.76,0,0,472,690,34.32,986.7,0.059070568,880.3030303
3,8726,Baileys Irish Cream,2,15,29.85,0,0,230,215,21.45,307.45,0.096404494,539.3939394
3,8726,Baileys Irish Cream,3,13,25.87,0,0,215,202,18.59,288.86,0.089160671,583.2167832
3,8726,Baileys Irish Cream,4,15,29.85,0,0,202,187,21.45,267.41,0.110282776,471.5151515
3,8726,Baileys Irish Cream,5,20,39.8,316,451.88,1044,1192,28.6,1704.56,0.025581395,2032.727273
3,8726,Baileys Irish Cream,6,9,161.91,108,1014.12,237,270,84.51,2535.3,0.333372781,155.9815406
3,8726,Baileys Irish Cream,7,1,17.99,0,0,15,44,9.39,413.16,0.318305085,163.3652822
3,8726,Baileys Irish Cream,8,2,35.98,0,0,44,42,18.78,394.38,0.436744186,119.0628328
3,8726,Baileys Irish Cream,9,2,35.98,0,0,42,40,18.78,375.6,0.45804878,113.5250266
3,8203,Grand Marnier,1,28,41.72,0,0,378,546,29.96,584.22,0.064848485,801.8691589
3,8203,Grand Marnier,2,6,8.94,0,0,182,176,6.42,188.32,0.035865922,1449.844237
3,8203,Grand Marnier,3,16,23.84,464,496.48,1152,1376,17.12,1472.32,0.013544304,3839.252336
3,8203,Grand Marnier,4,2,2.98,0,0,288,398,2.14,425.86,0.006239067,8334.579439
3,8203,Grand Marnier,5,4,11.96,0,0,214,318,6.04,480.18,0.022706767,2290.066225
3,8203,Grand Marnier,6,5,14.95,0,0,106,101,7.55,152.51,0.07294686,712.8476821
3,8203,Grand Marnier,7,2,5.98,0,0,101,99,3.02,149.49,0.0302,1721.854305
3,8203,Grand Marnier,8,4,11.96,480,724.8,872,1110,6.04,1676.1,0.006094854,8531.788079
3,8203,Grand Marnier,9,4,99.96,0,0,62,60,66.64,999.6,1.092459016,47.59903962
3,8184,Kahlua,1,20,39.8,0,0,710,1050,31,1627.5,0.035227273,1476.129032
3,8184,Kahlua,2,8,15.92,0,0,350,342,12.4,530.1,0.03583815,1450.967742
3,8184,Kahlua,3,1,1.99,0,0,342,341,1.55,528.55,0.004538799,11456.77419
3,8184,Kahlua,4,5,9.95,0,0,341,336,7.75,520.8,0.022895126,2271.225806
3,8184,Kahlua,5,5,9.95,0,0,336,331,7.75,513.05,0.023238381,2237.677419
3,8184,Kahlua,6,1,25.99,0,0,16,31,18.51,573.81,0.787659574,66.01836845
3,8184,Kahlua,7,3,77.97,0,0,31,28,55.53,518.28,1.882372881,27.62470737
3,8184,Kahlua,8,3,77.97,0,0,28,25,55.53,462.75,2.095471698,24.81541509
3,8184,Kahlua,9,4,103.96,0,0,98,96,74.04,1776.96,0.763298969,68.12533766
3,8101,Tanqueray,1,108,139.32,1080,1004.4,3078,3402,100.44,3163.86,0.031,1677.419355
3,8101,Tanqueray,2,20,25.8,0,0,189,547,18.6,508.71,0.050543478,1028.817204
3,8101,Tanqueray,3,14,18.06,0,0,547,533,13.02,495.69,0.024111111,2156.682028
3,8101,Tanqueray,4,7,9.03,0,0,533,526,6.51,489.18,0.012294618,4229.493088
3,8101,Tanqueray,5,32,41.28,28,26.04,2102,2098,29.76,1951.14,0.014171429,3669.354839
3,8101,Tanqueray,6,24,47.76,0,0,428,624,35.28,917.28,0.067072243,775.2834467
3,8101,Tanqueray,7,18,35.82,0,0,208,190,26.46,279.3,0.132964824,391.0808768
3,8101,Tanqueray,8,4,7.96,0,0,190,186,5.88,273.42,0.031276596,1662.585034
3,8101,Tanqueray,9,7,13.93,0,0,186,179,10.29,263.13,0.056383562,922.2546161
3,8053,Seagrams 7 Crown,1,8,7.92,0,0,684,1020,6.08,775.2,0.00713615,7286.842105
3,8053,Seagrams 7 Crown,2,9,8.91,0,0,340,331,6.84,251.56,0.020387481,2550.584795
3,8053,Seagrams 7 Crown,3,8,7.92,0,0,331,323,6.08,245.48,0.018593272,2796.710526
3,8053,Seagrams 7 Crown,4,7,6.93,0,0,323,316,5.32,240.16,0.016651017,3122.932331
3,8053,Seagrams 7 Crown,5,1,0.99,0,0,316,315,0.76,239.4,0.002408875,21586.84211
3,8053,Seagrams 7 Crown,6,9,8.91,0,0,148,139,6.75,104.25,0.047038328,1105.481481
3,8053,Seagrams 7 Crown,7,4,3.96,0,0,139,135,3,101.25,0.02189781,2374.666667
3,8053,Seagrams 7 Crown,8,14,13.86,0,0,135,121,10.5,90.75,0.08203125,633.9047619
3,8053,Seagrams 7 Crown,9,1,2.99,0,0,223,222,2.3,510.6,0.010337079,5030.434783
4,5138,Fireball Cinnamon Whisky,1,8,79.92,0,0,64,90,52.88,594.9,0.686753247,75.71860817
4,5138,Fireball Cinnamon Whisky,2,2,17.98,0,0,30,28,13.22,185.08,0.455862069,114.0695915
4,5138,Fireball Cinnamon Whisky,3,23,321.77,0,0,239,216,255.3,2397.6,1.122197802,46.33764199
4,5138,Fireball Cinnamon Whisky,4,80,1119.2,280,3108,748,948,888,10522.8,1.047169811,49.65765766
4,5138,Fireball Cinnamon Whisky,5,32,447.68,144,1598.4,920,1032,355.2,11455.2,0.363934426,142.8828829
4,5138,Fireball Cinnamon Whisky,6,32,447.68,0,0,340,486,355.2,5394.6,0.860048426,60.46171171
4,5138,Fireball Cinnamon Whisky,7,23,321.77,0,0,262,239,255.3,2652.9,1.019161677,51.02232667
4,5138,Fireball Cinnamon Whisky,8,1,22.99,0,0,13,12,17.45,209.4,1.396,37.24928367
4,5138,Fireball Cinnamon Whisky,9,4,91.96,0,0,44,42,69.8,732.9,1.623255814,32.03438395
4,5197,Southern Comfort,1,1,15.99,0,0,46,45,10.44,469.8,0.229450549,226.6283525
4,5197,Southern Comfort,2,16,255.84,40,417.6,164,188,167.04,1962.72,0.949090909,54.78927203
4,5197,Southern Comfort,3,4,63.96,0,0,78,114,41.76,1190.16,0.435,119.5402299
4,5197,Southern Comfort,4,4,63.96,0,0,50,46,41.76,480.24,0.87,59.77011494
4,5197,Southern Comfort,5,2,15.98,0,0,54,52,11.5,299,0.216981132,239.6521739
4,5197,Southern Comfort,6,4,31.96,0,0,62,58,23,333.5,0.383333333,135.6521739
4,5197,Southern Comfort,7,4,31.96,0,0,58,54,23,310.5,0.410714286,126.6086957
4,5197,Southern Comfort,8,1,7.99,0,0,52,51,5.75,293.25,0.111650485,465.7391304
4,5197,Southern Comfort,9,8,63.92,0,0,128,186,46,1069.5,0.292993631,177.4782609
4,5152,Patron Citronge Mango Liquer,1,8,7.92,0,0,220,212,5.76,152.64,0.026666667,1950
4,5152,Patron Citronge Mango Liquer,2,6,5.94,0,0,239,233,4.32,167.76,0.018305085,2840.740741
4,5152,Patron Citronge Mango Liquer,3,7,6.93,0,0,123,239,5.04,172.08,0.027845304,1867.460317
4,5152,Patron Citronge Mango Liquer,4,13,12.87,0,0,233,220,9.36,158.4,0.041324503,1258.333333
4,5152,Patron Citronge Mango Liquer,5,24,23.76,0,0,750,738,17.28,531.36,0.023225806,2238.888889
4,5152,Patron Citronge Mango Liquer,6,1,7.99,0,0,9,8,6.05,48.4,0.711764706,73.05785124
4,5152,Patron Citronge Mango Liquer,7,1,7.99,0,0,10,9,6.05,54.45,0.636842105,81.65289256
4,5152,Patron Citronge Mango Liquer,8,8,66.32,0,0,64,90,49.92,561.6,0.648311688,80.20833333
4,5152,Patron Citronge Mango Liquer,9,1,8.29,0,0,29,28,6.24,174.72,0.218947368,237.5
4,5298,Southern Comfort 100 Proof,1,8,151.92,44,561.88,106,142,102.16,1813.34,0.823870968,63.11667972
4,5298,Southern Comfort 100 Proof,2,4,75.96,0,0,14,24,51.08,306.48,2.688421053,19.3422083
4,5298,Southern Comfort 100 Proof,3,2,37.98,0,0,24,22,25.54,280.94,1.110434783,46.82850431
4,5298,Southern Comfort 100 Proof,4,2,37.98,0,0,40,38,25.54,485.26,0.654871795,79.40485513
4,5298,Southern Comfort 100 Proof,5,8,143.92,0,0,88,84,102.16,1072.68,1.187906977,43.77447142
4,5298,Southern Comfort 100 Proof,6,3,71.97,0,0,52,49,45.78,747.74,0.906534653,57.36129314
4,5298,Southern Comfort 100 Proof,7,8,191.92,240,3662.4,568,684,122.08,10437.84,0.195015974,266.6448231
4,5298,Southern Comfort 100 Proof,8,44,1055.56,120,1831.2,272,310,671.44,4730.6,2.307353952,22.53663767
4,5298,Southern Comfort 100 Proof,9,24,495.76,0,0,116,156,366.24,2380.56,2.692941176,19.30974225
4,5353,Grand Marnier,1,2,37.98,0,0,21,19,25.54,242.63,1.277,40.72043853
4,5353,Grand Marnier,2,1,18.99,0,0,19,18,12.77,229.86,0.69027027,75.33281128
4,5353,Grand Marnier,3,1,9.99,0,0,69,68,7.14,485.52,0.104233577,498.8795518
4,5353,Grand Marnier,4,8,79.92,0,0,130,126,57.12,899.64,0.44625,116.5266106
4,5353,Grand Marnier,5,4,39.96,0,0,55,69,28.56,492.66,0.460645161,112.8851541
4,5353,Grand Marnier,6,2,27.98,0,0,13,11,15.7,86.35,1.308333333,39.74522293
4,5353,Grand Marnier,7,2,27.98,0,0,15,13,15.7,102.05,1.121428571,46.36942675
4,5353,Grand Marnier,8,1,13.99,0,0,16,15,7.85,117.75,0.506451613,102.6751592
4,5353,Grand Marnier,9,4,115.96,0,0,238,354,79.4,7026.9,0.268243243,193.8539043
4,5365,Kahlua,1,12,383.88,0,0,112,100,276.84,2307,2.611698113,19.91041757
4,5365,Kahlua,2,28,879.72,0,0,398,384,645.96,8858.88,1.652071611,31.47563317
4,5365,Kahlua,3,6,191.94,0,0,118,112,138.42,2583.84,1.203652174,43.20184944
4,5365,Kahlua,4,6,119.94,0,0,251,245,89.04,3635.8,0.359032258,144.8337826
4,5365,Kahlua,5,6,119.94,0,0,257,251,89.04,3724.84,0.350551181,148.3378257
4,5365,Kahlua,6,12,231.88,0,0,522,774,178.08,11486.16,0.274814815,189.2183288
4,5365,Kahlua,7,1,9.99,0,0,56,55,5.83,320.65,0.105045045,495.025729
4,5365,Kahlua,8,2,19.98,0,0,12,22,11.66,128.26,0.685882353,75.81475129
4,5365,Kahlua,9,16,159.84,96,559.68,104,184,93.28,1072.72,0.647777778,80.27444254
4,5399,Goldschlager Cinnamon Schna,1,28,447.72,20,240.4,178,164,336.56,1971.28,1.968187135,26.42025196
4,5399,Goldschlager Cinnamon Schna,2,20,319.8,0,0,172,162,240.4,1947.24,1.439520958,36.12312812
4,5399,Goldschlager Cinnamon Schna,3,40,639.6,20,240.4,142,186,480.8,2235.72,2.931707317,17.73710483
4,5399,Goldschlager Cinnamon Schna,4,4,71.96,0,0,86,126,54.52,1717.38,0.514339623,101.1005136
4,5399,Goldschlager Cinnamon Schna,5,3,59.97,0,0,42,39,40.89,531.57,1.00962963,51.50403522
4,5399,Goldschlager Cinnamon Schna,6,10,19.9,0,0,187,177,14.5,256.65,0.07967033,652.6896552
4,5399,Goldschlager Cinnamon Schna,7,16,31.84,0,0,638,630,23.2,913.5,0.03659306,1421.034483
4,5399,Goldschlager Cinnamon Schna,8,7,13.93,0,0,177,170,10.15,246.5,0.058501441,888.8669951
4,5399,Goldschlager Cinnamon Schna,9,5,29.95,0,0,81,116,23.2,538.24,0.235532995,220.7758621
4,5445,Jagermeister Liqueur,1,6,35.94,0,0,25,44,27.84,204.16,0.806956522,64.43965517
4,5445,Jagermeister Liqueur,2,1,19.99,0,0,9,26,14.49,376.74,0.828,62.80193237
4,5445,Jagermeister Liqueur,3,9,179.91,54,782.46,147,162,130.41,2347.38,0.84407767,61.60570508
4,5445,Jagermeister Liqueur,4,1,19.99,0,0,24,23,14.49,333.27,0.616595745,84.33402346
4,5445,Jagermeister Liqueur,5,1,19.99,0,0,25,24,14.49,347.76,0.591428571,87.92270531
4,5445,Jagermeister Liqueur,6,1,19.99,0,0,26,25,14.49,362.25,0.568235294,91.51138716
4,5445,Jagermeister Liqueur,7,8,127.92,48,564.48,608,648,94.08,7620.48,0.149808917,347.1088435
4,5445,Jagermeister Liqueur,8,4,63.96,0,0,151,147,47.04,1728.72,0.315704698,164.7108844
4,5445,Jagermeister Liqueur,9,11,175.89,0,0,168,157,129.36,1846.32,0.796061538,65.32158318
4,5489,DeKuyper Hot Damn Cinnamon,1,2,21.98,0,0,64,62,15.7,486.7,0.249206349,208.6624204
4,5489,DeKuyper Hot Damn Cinnamon,2,1,10.99,0,0,65,64,7.85,502.4,0.121705426,427.2611465
4,5489,DeKuyper Hot Damn Cinnamon,3,4,43.96,0,0,138,204,31.4,1601.4,0.183625731,283.1847134
4,5489,DeKuyper Hot Damn Cinnamon,4,1,10.99,0,0,66,65,7.85,510.25,0.119847328,433.8853503
4,5489,DeKuyper Hot Damn Cinnamon,5,2,21.98,0,0,68,66,15.7,518.1,0.234328358,221.910828
4,5489,DeKuyper Hot Damn Cinnamon,6,1,9.99,0,0,37,36,7.57,272.52,0.20739726,250.7265522
4,5489,DeKuyper Hot Damn Cinnamon,7,1,9.99,0,0,36,35,7.57,264.95,0.213239437,243.8573316
4,5489,DeKuyper Hot Damn Cinnamon,8,1,9.99,0,0,19,37,7.57,280.09,0.270357143,192.338177
4,5489,DeKuyper Hot Damn Cinnamon,9,1,0.99,0,0,146,145,0.76,110.2,0.005223368,9955.263158
4,5539,DeKuyper Hot Damn 100*,1,1,0.99,0,0,147,146,0.76,110.96,0.005187713,10023.68421
4,5539,DeKuyper Hot Damn 100*,2,4,5.96,0,0,502,750,4.6,862.5,0.007348243,7076.521739
4,5539,DeKuyper Hot Damn 100*,3,2,2.98,0,0,249,247,2.3,284.05,0.009274194,5606.956522
4,5539,DeKuyper Hot Damn 100*,4,1,1.49,0,0,250,249,1.15,286.35,0.004609218,11281.73913
4,5539,DeKuyper Hot Damn 100*,5,1,1.49,0,0,247,246,1.15,282.9,0.004665314,11146.08696
4,5539,DeKuyper Hot Damn 100*,6,4,51.96,48,402.72,118,162,33.56,1359.18,0.239714286,216.9249106
4,5539,DeKuyper Hot Damn 100*,7,1,12.99,0,0,46,45,8.39,377.55,0.184395604,282.0023838
4,5539,DeKuyper Hot Damn 100*,8,4,51.96,0,0,50,72,33.56,604.08,0.550163934,94.51728248
4,5539,DeKuyper Hot Damn 100*,9,1,38.99,0,0,10,9,25.36,228.24,2.669473684,19.47949527
5,8124,Mouton Cadet White Brdx,1,1,10.99,0,0,8,7,6.75,47.25,0.9,57.77777778
5,8124,Mouton Cadet White Brdx,2,1,10.99,0,0,9,8,6.75,54,0.794117647,65.48148148
5,8124,Mouton Cadet White Brdx,3,5,6.45,0,0,84,79,4.65,73.47,0.057055215,911.3978495
5,8124,Mouton Cadet White Brdx,4,16,20.64,0,0,176,252,14.88,234.36,0.06953271,747.8494624
5,8124,Mouton Cadet White Brdx,5,4,103.96,48,888.48,34,78,74.04,1443.78,1.322142857,39.33009184
5,8124,Mouton Cadet White Brdx,6,4,7.96,480,744,498,974,6.2,1509.7,0.008423913,6172.903226
5,8124,Mouton Cadet White Brdx,7,9,17.91,0,0,74,65,13.95,100.75,0.200719424,259.0681004
5,8124,Mouton Cadet White Brdx,8,14,27.86,0,0,88,74,21.7,114.7,0.267901235,194.1013825
5,8124,Mouton Cadet White Brdx,9,4,7.96,0,0,178,264,6.2,409.2,0.028054299,1853.548387
5,8202,Sambuca Romana,1,1,18.99,0,0,22,21,13.17,276.57,0.61255814,84.88990129
5,8202,Sambuca Romana,2,3,59.97,0,0,18,33,39.99,439.89,1.568235294,33.15828957
5,8202,Sambuca Romana,3,8,159.92,0,0,112,108,106.64,1439.64,0.969454545,53.6384096
5,8202,Sambuca Romana,4,5,14.95,0,0,178,173,7.55,261.23,0.043019943,1208.741722
5,8202,Sambuca Romana,5,9,26.91,0,0,173,164,13.59,247.64,0.080652819,644.7387785
5,8202,Sambuca Romana,6,3,8.97,0,0,164,161,4.53,243.11,0.027876923,1865.342163
5,8202,Sambuca Romana,7,16,47.84,0,0,364,534,24.16,806.34,0.053808463,966.3907285
5,8202,Sambuca Romana,8,8,23.92,0,0,118,114,17.44,248.52,0.150344828,345.8715596
5,8202,Sambuca Romana,9,4,79.96,48,639.84,176,198,53.32,2639.34,0.28513369,182.3705926
5,8264,Ch Ste Michelle Rsl,1,18,161.82,108,579.96,186,324,96.66,1739.88,0.379058824,137.1818746
5,8264,Ch Ste Michelle Rsl,2,1,11.99,0,0,54,53,5.37,284.61,0.100373832,518.0633147
5,8264,Ch Ste Michelle Rsl,3,20,239.8,48,257.76,240,254,107.4,1363.98,0.434817814,119.5903166
5,8264,Ch Ste Michelle Rsl,4,7,83.93,0,0,63,56,37.59,300.72,0.631764706,82.30912477
5,8264,Ch Ste Michelle Rsl,5,4,47.96,0,0,60,63,21.48,338.31,0.349268293,148.8826816
5,8264,Ch Ste Michelle Rsl,6,4,39.96,44,251.24,276,316,22.84,1804.36,0.077162162,673.9054291
5,8264,Ch Ste Michelle Rsl,7,4,39.96,0,0,68,64,22.84,365.44,0.346060606,150.262697
5,8264,Ch Ste Michelle Rsl,8,8,79.92,0,0,116,168,45.68,959.28,0.321690141,161.6462347
5,8264,Ch Ste Michelle Rsl,9,12,119.88,40,228.4,238,266,68.52,1518.86,0.271904762,191.2434326
5,8438,Capt Morgan White Grapefruit,1,2,19.98,0,0,70,68,11.42,388.28,0.165507246,314.1856392
5,8438,Capt Morgan White Grapefruit,2,1,0.99,0,0,55,109,0.72,78.48,0.008780488,5922.222222
5,8438,Capt Morgan White Grapefruit,3,3,2.97,0,0,105,102,2.16,73.44,0.020869565,2491.666667
5,8438,Capt Morgan White Grapefruit,4,4,3.96,0,0,332,330,2.88,237.6,0.008700906,5976.388889
5,8438,Capt Morgan White Grapefruit,5,4,3.96,0,0,109,105,2.88,75.6,0.026915888,1931.944444
5,8438,Capt Morgan White Grapefruit,6,2,24.98,0,0,16,14,17.84,124.88,1.189333333,43.72197309
5,8438,Capt Morgan White Grapefruit,7,8,99.92,0,0,40,54,71.36,481.68,1.518297872,34.24887892
5,8438,Capt Morgan White Grapefruit,8,2,24.98,0,0,18,16,17.84,142.72,1.049411765,49.55156951
5,8438,Capt Morgan White Grapefruit,9,1,5.99,0,0,16,31,4.64,143.84,0.197446809,263.362069
5,8985,J Roget Spumante,1,8,63.92,0,0,76,72,43.2,388.8,0.583783784,89.07407407
5,8985,J Roget Spumante,2,4,31.96,16,86.4,96,102,21.6,550.8,0.218181818,238.3333333
5,8985,J Roget Spumante,3,12,95.88,12,64.8,84,84,64.8,453.6,0.771428571,67.40740741
5,8985,J Roget Spumante,4,3,23.97,0,0,12,21,16.2,113.4,0.981818182,52.96296296
5,8985,J Roget Spumante,5,3,4.47,0,0,46,89,3.36,99.68,0.049777778,1044.642857
5,8985,J Roget Spumante,6,56,83.44,0,0,304,276,62.72,309.12,0.216275862,240.4336735
5,8985,J Roget Spumante,7,72,431.28,140,621.6,212,318,319.68,1411.92,1.206339623,43.10560561
5,8985,J Roget Spumante,8,12,71.88,92,408.48,402,440,53.28,1953.6,0.126555819,410.8858859
5,8985,J Roget Spumante,9,52,311.48,40,177.6,312,334,230.88,1482.96,0.714798762,72.74774775
5,11213,Meiomi Pnt Nr,1,8,87.92,24,141.6,168,184,47.2,1085.6,0.268181818,193.8983051
5,11213,Meiomi Pnt Nr,2,4,43.96,20,118,144,152,23.6,896.8,0.159459459,326.1016949
5,11213,Meiomi Pnt Nr,3,27,296.73,54,318.6,147,234,159.3,1380.6,0.836220472,62.18455744
5,11213,Meiomi Pnt Nr,4,9,98.91,0,0,44,39,53.1,230.1,1.279518072,40.64030132
5,11213,Meiomi Pnt Nr,5,3,65.97,0,0,15,12,37.98,151.92,2.813333333,18.48341232
5,11213,Meiomi Pnt Nr,6,1,21.99,0,0,8,15,12.66,189.9,1.100869565,47.23538705
5,11213,Meiomi Pnt Nr,7,4,75.96,0,0,50,48,50.64,607.68,1.033469388,50.31595577
5,11213,Meiomi Pnt Nr,8,4,87.96,48,607.68,92,114,50.64,1443.24,0.491650485,105.7661927
5,11213,Meiomi Pnt Nr,9,3,29.97,0,0,9,15,16.65,83.25,1.3875,37.47747748
5,11219,Josh Cellars Cab Svgn Sonoma,1,4,39.96,48,293.76,52,74,24.48,452.88,0.388571429,133.8235294
5,11219,Josh Cellars Cab Svgn Sonoma,2,1,9.99,0,0,3,2,6.12,12.24,2.448,21.24183007
5,11219,Josh Cellars Cab Svgn Sonoma,3,4,39.96,0,0,56,54,22.2,299.7,0.403636364,128.8288288
5,11219,Josh Cellars Cab Svgn Sonoma,4,3,29.97,0,0,17,14,16.65,77.7,1.074193548,48.40840841
5,11219,Josh Cellars Cab Svgn Sonoma,5,12,119.88,24,133.2,50,62,66.6,344.1,1.189285714,43.72372372
5,11219,Josh Cellars Cab Svgn Sonoma,6,4,39.96,0,0,15,11,22.2,61.05,1.707692308,30.45045045
5,11219,Josh Cellars Cab Svgn Sonoma,7,2,29.98,0,0,59,175,16.88,1477,0.144273504,360.4265403
5,11219,Josh Cellars Cab Svgn Sonoma,8,1,14.99,0,0,168,167,8.44,1409.48,0.05038806,1031.990521
5,11219,Josh Cellars Cab Svgn Sonoma,9,7,104.93,0,0,175,168,59.08,1417.92,0.344489796,150.9478673
5,14129,14 Hands Hot to Trot Red,1,16,127.84,24,115.68,20,28,77.12,134.96,3.213333333,16.18257261
5,14129,14 Hands Hot to Trot Red,2,12,95.88,48,231.36,34,70,57.84,337.4,1.112307692,46.74965422
5,14129,14 Hands Hot to Trot Red,3,4,31.96,0,0,8,4,19.28,19.28,3.213333333,16.18257261
5,14129,14 Hands Hot to Trot Red,4,8,63.92,0,0,12,12,38.56,57.84,3.213333333,16.18257261
5,14129,14 Hands Hot to Trot Red,5,2,43.98,0,0,7,5,22.5,56.25,3.75,13.86666667
5,14129,14 Hands Hot to Trot Red,6,2,43.98,0,0,6,4,22.5,45,4.5,11.55555556
5,14129,14 Hands Hot to Trot Red,7,8,159.92,0,0,10,6,90,67.5,11.25,4.622222222
5,14129,14 Hands Hot to Trot Red,8,4,43.96,0,0,92,90,24.04,540.9,0.264175824,196.8386023
5,14129,14 Hands Hot to Trot Red,9,1,13.99,0,0,8,7,8.72,61.04,1.162666667,44.72477064
5,14923,Five Oaks Pnt Nr Cal,1,2,13.98,0,0,46,53,9.38,248.57,0.189494949,274.4136461
5,14923,Five Oaks Pnt Nr Cal,2,4,27.96,0,0,122,120,18.76,562.8,0.155041322,335.3944563
5,14923,Five Oaks Pnt Nr Cal,3,3,20.97,0,0,20,37,14.07,173.53,0.493684211,105.3304904
5,14923,Five Oaks Pnt Nr Cal,4,4,27.96,40,187.6,184,202,18.76,947.38,0.097202073,534.9680171
5,14923,Five Oaks Pnt Nr Cal,5,2,20.98,0,0,21,40,9.2,184,0.301639344,172.3913043
5,14923,Five Oaks Pnt Nr Cal,6,4,27.96,0,0,128,126,18.4,579.6,0.14488189,358.9130435
5,14923,Five Oaks Pnt Nr Cal,7,1,10.49,0,0,40,39,4.6,179.4,0.116455696,446.5217391
5,14923,Five Oaks Pnt Nr Cal,8,4,35.96,0,0,26,24,23.2,139.2,0.928,56.03448276
5,14923,Five Oaks Pnt Nr Cal,9,48,181.92,0,0,24,0,121.92,0,10.16,5.118110236
5,16175,The Naked Grape Moscato,1,16,159.84,48,315.36,44,60,105.12,394.2,2.021538462,25.72298326
5,16175,The Naked Grape Moscato,2,8,79.92,92,604.44,86,170,52.56,1116.9,0.410625,126.6362253
5,16175,The Naked Grape Moscato,3,3,29.97,0,0,3,3,19.71,19.71,6.57,7.914764079
5,16175,The Naked Grape Moscato,4,8,79.92,0,0,11,11,52.56,72.27,4.778181818,10.88280061
5,16175,The Naked Grape Moscato,5,4,27.96,0,0,78,114,18.76,534.66,0.195416667,266.098081
5,16175,The Naked Grape Moscato,6,1,6.99,0,0,49,48,4.69,225.12,0.096701031,537.7398721
5,16175,The Naked Grape Moscato,7,4,27.96,40,187.6,172,190,18.76,891.1,0.103646409,501.7057569
5,16175,The Naked Grape Moscato,8,3,20.97,0,0,43,49,14.07,229.81,0.305869565,170.0071073
5,16175,The Naked Grape Moscato,9,1,10.99,0,0,14,13,6.84,88.92,0.506666667,102.6315789
